Store_Dept_Date,Dept,Date,Weekly_sales_rf
6,3,2013-06-07,11809.81
6,3,2013-06-14,11717.62
6,3,2013-06-21,11465.51
6,3,2013-06-28,11503.62
6,3,2013-07-05,13995.54
6,3,2013-07-12,18749.78
6,3,2013-07-19,26420.76
6,3,2013-07-26,28533.92
6,4,2012-11-02,34434.84
6,4,2012-11-09,33625.73
6,4,2012-11-16,35427.7
6,4,2012-11-23,41978.65
6,4,2012-11-30,40003.32
6,4,2012-12-07,39210.38
6,4,2012-12-14,36957.3
6,4,2012-12-21,41788.86
6,4,2012-12-28,34425.14
6,4,2013-01-04,36385.84
6,4,2013-01-11,33922.59
6,4,2013-01-18,32488.38
6,4,2013-01-25,32254.16
6,4,2013-02-01,33034.54
6,4,2013-02-08,33242.16
6,4,2013-02-15,32998.05
6,4,2013-02-22,32737.59
6,4,2013-03-01,33739.27
6,4,2013-03-08,33526.11
6,4,2013-03-15,34333.97
6,4,2013-03-22,33859.38
6,4,2013-03-29,32748.81
6,4,2013-04-05,33642.08
6,4,2013-04-12,33411.0
6,4,2013-04-19,33381.68
6,4,2013-04-26,33211.35
6,4,2013-05-03,33123.05
6,4,2013-05-10,33224.76
6,4,2013-05-17,31815.92
6,4,2013-05-24,35930.16
6,4,2013-05-31,34142.32
6,4,2013-06-07,37636.92
6,4,2013-06-14,37530.0
6,4,2013-06-21,35681.38
6,4,2013-06-28,37295.54
6,4,2013-07-05,42601.0
6,4,2013-07-12,36416.24
6,4,2013-07-19,36784.46
6,4,2013-07-26,35697.7
6,5,2012-11-02,35231.89
6,5,2012-11-09,31591.16
6,5,2012-11-16,37068.7
6,5,2012-11-23,99371.03
6,5,2012-11-30,73312.78
6,5,2012-12-07,75961.35
6,5,2012-12-14,69107.62
6,5,2012-12-21,118675.27
6,5,2012-12-28,47779.65
6,5,2013-01-04,25148.51
6,5,2013-01-11,25539.27
6,5,2013-01-18,24793.0
6,5,2013-01-25,28050.19
6,5,2013-02-01,33563.59
6,5,2013-02-08,32983.62
6,5,2013-02-15,40480.89
6,5,2013-02-22,33753.38
6,5,2013-03-01,35709.49
6,5,2013-03-08,30594.27
6,5,2013-03-15,31405.78
6,5,2013-03-22,29177.65
6,5,2013-03-29,34949.11
6,5,2013-04-05,33543.22
6,5,2013-04-12,30787.54
6,5,2013-04-19,25424.19
6,5,2013-04-26,29972.57
6,5,2013-05-03,24164.49
6,5,2013-05-10,26738.14
6,5,2013-05-17,25092.76
6,5,2013-05-24,24516.7
6,5,2013-05-31,25079.84
6,5,2013-06-07,31413.65
6,5,2013-06-14,33287.19
6,5,2013-06-21,32443.24
6,5,2013-06-28,30491.05
6,5,2013-07-05,31754.62
6,5,2013-07-12,27740.05
6,5,2013-07-19,29080.65
6,5,2013-07-26,25780.51
6,6,2012-11-02,4923.27
6,6,2012-11-09,4881.3
6,6,2012-11-16,4874.19
6,6,2012-11-23,25575.86
6,6,2012-11-30,12286.19
6,6,2012-12-07,7756.54
6,6,2012-12-14,12846.78
6,6,2012-12-21,25444.19
6,6,2012-12-28,8768.19
6,6,2013-01-04,3543.84
6,6,2013-01-11,3631.81
6,6,2013-01-18,3582.51
6,6,2013-01-25,3238.11
6,6,2013-02-01,3570.95
6,6,2013-02-08,4517.89
6,6,2013-02-15,4698.97
6,6,2013-02-22,4533.54
6,6,2013-03-01,4611.05
6,6,2013-03-08,4041.41
6,6,2013-03-15,4256.78
6,6,2013-03-22,5144.59
6,6,2013-03-29,4774.68
6,6,2013-04-05,4990.3
6,6,2013-04-12,5164.78
6,6,2013-04-19,3818.05
6,6,2013-04-26,4206.43
6,6,2013-05-03,5887.51
6,6,2013-05-10,6462.54
6,6,2013-05-17,7007.24
6,6,2013-05-24,6116.05
6,6,2013-05-31,6098.38
6,6,2013-06-07,5712.81
6,6,2013-06-14,5539.27
6,6,2013-06-21,5571.57
6,6,2013-06-28,5716.73
6,6,2013-07-05,5907.38
6,6,2013-07-12,5704.0
6,6,2013-07-19,5693.38
6,6,2013-07-26,5050.03
6,7,2012-11-02,27399.54
6,7,2012-11-09,39399.32
6,7,2012-11-16,37192.54
6,7,2012-11-23,99915.95
6,7,2012-11-30,83762.19
6,7,2012-12-07,89036.59
6,7,2012-12-14,122577.84
6,7,2012-12-21,233920.76
6,7,2012-12-28,52784.27
6,7,2013-01-04,16363.84
6,7,2013-01-11,14881.59
6,7,2013-01-18,15201.46
6,7,2013-01-25,15965.19
6,7,2013-02-01,21503.27
6,7,2013-02-08,23552.89
6,7,2013-02-15,25001.3
6,7,2013-02-22,24051.84
6,7,2013-03-01,24735.89
6,7,2013-03-08,24141.11
6,7,2013-03-15,34650.43
6,7,2013-03-22,27966.43
6,7,2013-03-29,26460.38
6,7,2013-04-05,30795.62
6,7,2013-04-12,27926.08
6,7,2013-04-19,26504.65
6,7,2013-04-26,27022.76
6,7,2013-05-03,27032.35
6,7,2013-05-10,27350.81
6,7,2013-05-17,28583.59
6,7,2013-05-24,40103.7
6,7,2013-05-31,41382.35
6,7,2013-06-07,45781.41
6,7,2013-06-14,39409.92
6,7,2013-06-21,38718.81
6,7,2013-06-28,40081.08
6,7,2013-07-05,43002.78
6,7,2013-07-12,32039.22
6,7,2013-07-19,29969.14
6,7,2013-07-26,26832.46
6,8,2012-11-02,48921.46
6,8,2012-11-09,48723.0
6,8,2012-11-16,48792.22
6,8,2012-11-23,48418.43
6,8,2012-11-30,51179.68
6,8,2012-12-07,52148.84
6,8,2012-12-14,54547.65
6,8,2012-12-21,64273.05
6,8,2012-12-28,47232.7
6,8,2013-01-04,45958.92
6,8,2013-01-11,46090.08
6,8,2013-01-18,45991.35
6,8,2013-01-25,45864.05
6,8,2013-02-01,49909.24
6,8,2013-02-08,48688.73
6,8,2013-02-15,46351.95
6,8,2013-02-22,46958.65
6,8,2013-03-01,47836.73
6,8,2013-03-08,47709.41
6,8,2013-03-15,48653.35
6,8,2013-03-22,46396.05
6,8,2013-03-29,47029.7
6,8,2013-04-05,49030.0
6,8,2013-04-12,48547.97
6,8,2013-04-19,48963.54
6,8,2013-04-26,48589.73
6,8,2013-05-03,49621.68
6,8,2013-05-10,49285.03
6,8,2013-05-17,49535.0
6,8,2013-05-24,50418.14
6,8,2013-05-31,50969.3
6,8,2013-06-07,52729.19
6,8,2013-06-14,51433.38
6,8,2013-06-21,50500.89
6,8,2013-06-28,51075.68
6,8,2013-07-05,51657.08
6,8,2013-07-12,49486.05
6,8,2013-07-19,48985.49
6,8,2013-07-26,48332.0
6,9,2012-11-02,54248.05
6,9,2012-11-09,46370.22
6,9,2012-11-16,48662.11
6,9,2012-11-23,66781.62
6,9,2012-11-30,55853.81
6,9,2012-12-07,58000.38
6,9,2012-12-14,45476.68
6,9,2012-12-21,71024.03
6,9,2012-12-28,44317.51
6,9,2013-01-04,22207.62
6,9,2013-01-11,23825.35
6,9,2013-01-18,22780.0
6,9,2013-01-25,27297.16
6,9,2013-02-01,28828.54
6,9,2013-02-08,35258.62
6,9,2013-02-15,30523.43
6,9,2013-02-22,34182.14
6,9,2013-03-01,38048.92
6,9,2013-03-08,43589.43
6,9,2013-03-15,66750.54
6,9,2013-03-22,48021.05
6,9,2013-03-29,45184.38
6,9,2013-04-05,46278.95
6,9,2013-04-12,45581.27
6,9,2013-04-19,44962.32
6,9,2013-04-26,48495.3
6,9,2013-05-03,43293.08
6,9,2013-05-10,42296.78
6,9,2013-05-17,42367.7
6,9,2013-05-24,56168.43
6,9,2013-05-31,52540.86
6,9,2013-06-07,62071.08
6,9,2013-06-14,56530.73
6,9,2013-06-21,56647.05
6,9,2013-06-28,56907.89
6,9,2013-07-05,67086.57
6,9,2013-07-12,47443.65
6,9,2013-07-19,48054.86
6,9,2013-07-26,48127.11
6,10,2012-11-02,45099.32
6,10,2012-11-09,42501.68
6,10,2012-11-16,43050.68
6,10,2012-11-23,50544.95
6,10,2012-11-30,46719.08
6,10,2012-12-07,48708.32
6,10,2012-12-14,43631.78
6,10,2012-12-21,53860.24
6,10,2012-12-28,44364.32
6,10,2013-01-04,37427.95
6,10,2013-01-11,39050.14
6,10,2013-01-18,37300.05
6,10,2013-01-25,40094.05
6,10,2013-02-01,46751.35
6,10,2013-02-08,48695.22
6,10,2013-02-15,44944.59
6,10,2013-02-22,45639.97
6,10,2013-03-01,47073.11
6,10,2013-03-08,49897.19
6,10,2013-03-15,55203.89
6,10,2013-03-22,49218.24
6,10,2013-03-29,46886.22
6,10,2013-04-05,47776.54
6,10,2013-04-12,48321.76
6,10,2013-04-19,48671.68
6,10,2013-04-26,47397.32
6,10,2013-05-03,47710.24
6,10,2013-05-10,46129.57
6,10,2013-05-17,45382.24
6,10,2013-05-24,52174.03
6,10,2013-05-31,51477.89
6,10,2013-06-07,57402.3
6,10,2013-06-14,56227.41
6,10,2013-06-21,51662.57
6,10,2013-06-28,52358.3
6,10,2013-07-05,61073.84
6,10,2013-07-12,51932.57
6,10,2013-07-19,49958.97
6,10,2013-07-26,52833.86
6,11,2012-11-02,23621.24
6,11,2012-11-09,19058.95
6,11,2012-11-16,22600.73
6,11,2012-11-23,25979.0
6,11,2012-11-30,27439.24
6,11,2012-12-07,26549.14
6,11,2012-12-14,27877.05
6,11,2012-12-21,29019.22
6,11,2012-12-28,23272.41
6,11,2013-01-04,23068.46
6,11,2013-01-11,22189.97
6,11,2013-01-18,19117.49
6,11,2013-01-25,17456.89
6,11,2013-02-01,18007.46
6,11,2013-02-08,18438.95
6,11,2013-02-15,18303.65
6,11,2013-02-22,18344.97
6,11,2013-03-01,19348.3
6,11,2013-03-08,18720.68
6,11,2013-03-15,18777.49
6,11,2013-03-22,19500.38
6,11,2013-03-29,18037.92
6,11,2013-04-05,18520.97
6,11,2013-04-12,18110.59
6,11,2013-04-19,16837.27
6,11,2013-04-26,18103.46
6,11,2013-05-03,19821.7
6,11,2013-05-10,20238.73
6,11,2013-05-17,19929.59
6,11,2013-05-24,23183.11
6,11,2013-05-31,23731.65
6,11,2013-06-07,26835.27
6,11,2013-06-14,27491.35
6,11,2013-06-21,31572.78
6,11,2013-06-28,34428.57
6,11,2013-07-05,29220.89
6,11,2013-07-12,26526.11
6,11,2013-07-19,22323.24
6,11,2013-07-26,26589.05
6,12,2012-11-02,6147.14
6,12,2012-11-09,6129.32
6,12,2012-11-16,6158.78
6,12,2012-11-23,5914.41
6,12,2012-11-30,5706.54
6,12,2012-12-07,5469.84
6,12,2012-12-14,5291.76
6,12,2012-12-21,5445.14
6,12,2012-12-28,4661.11
6,12,2013-01-04,5289.62
6,12,2013-01-11,5170.73
6,12,2013-01-18,5499.7
6,12,2013-01-25,6180.86
6,12,2013-02-01,6259.84
6,12,2013-02-08,6342.7
6,12,2013-02-15,6259.92
6,12,2013-02-22,6602.97
6,12,2013-03-01,6581.51
6,12,2013-03-08,7609.3
6,12,2013-03-15,6942.57
6,12,2013-03-22,7268.22
6,12,2013-03-29,7665.43
6,12,2013-04-05,7062.78
6,12,2013-04-12,7190.19
6,12,2013-04-19,7231.11
6,12,2013-04-26,7060.27
6,12,2013-05-03,7222.46
6,12,2013-05-10,7059.19
6,12,2013-05-17,6939.89
6,12,2013-05-24,7682.78
6,12,2013-05-31,7599.46
6,12,2013-06-07,7975.95
6,12,2013-06-14,7867.73
6,12,2013-06-21,7985.41
6,12,2013-06-28,7547.68
6,12,2013-07-05,7456.24
6,12,2013-07-12,7232.62
6,12,2013-07-19,7491.89
6,12,2013-07-26,7314.22
6,13,2012-11-02,36842.03
6,13,2012-11-09,35536.14
6,13,2012-11-16,35947.27
6,13,2012-11-23,36346.03
6,13,2012-11-30,36082.32
6,13,2012-12-07,34691.41
6,13,2012-12-14,34776.24
6,13,2012-12-21,35312.65
6,13,2012-12-28,32982.89
6,13,2013-01-04,35105.11
6,13,2013-01-11,37035.81
6,13,2013-01-18,34025.43
6,13,2013-01-25,36728.35
6,13,2013-02-01,37041.16
6,13,2013-02-08,38448.73
6,13,2013-02-15,35476.97
6,13,2013-02-22,35390.0
6,13,2013-03-01,36409.89
6,13,2013-03-08,35778.49
6,13,2013-03-15,37814.59
6,13,2013-03-22,37332.27
6,13,2013-03-29,35519.0
6,13,2013-04-05,37192.81
6,13,2013-04-12,36815.3
6,13,2013-04-19,36362.27
6,13,2013-04-26,36639.46
6,13,2013-05-03,36254.92
6,13,2013-05-10,36163.84
6,13,2013-05-17,36534.11
6,13,2013-05-24,38682.38
6,13,2013-05-31,37990.32
6,13,2013-06-07,40272.24
6,13,2013-06-14,39960.65
6,13,2013-06-21,38804.0
6,13,2013-06-28,39521.14
6,13,2013-07-05,41876.11
6,13,2013-07-12,40485.35
6,13,2013-07-19,40221.0
6,13,2013-07-26,38235.92
6,14,2012-11-02,22657.97
6,14,2012-11-09,25045.76
6,14,2012-11-16,30014.76
6,14,2012-11-23,61392.81
6,14,2012-11-30,41714.81
6,14,2012-12-07,43910.73
6,14,2012-12-14,46588.73
6,14,2012-12-21,78819.05
6,14,2012-12-28,37219.59
6,14,2013-01-04,18974.43
6,14,2013-01-11,22070.97
6,14,2013-01-18,20056.78
6,14,2013-01-25,21850.22
6,14,2013-02-01,22690.19
6,14,2013-02-08,23535.78
6,14,2013-02-15,24052.92
6,14,2013-02-22,23765.62
6,14,2013-03-01,25310.49
6,14,2013-03-08,24917.65
6,14,2013-03-15,25841.78
6,14,2013-03-22,24607.76
6,14,2013-03-29,24888.38
6,14,2013-04-05,25880.14
6,14,2013-04-12,24145.16
6,14,2013-04-19,23223.24
6,14,2013-04-26,24872.95
6,14,2013-05-03,26001.81
6,14,2013-05-10,25962.92
6,14,2013-05-17,26659.95
6,14,2013-05-24,27304.11
6,14,2013-05-31,27985.68
6,14,2013-06-07,26687.68
6,14,2013-06-14,27255.97
6,14,2013-06-21,27855.97
6,14,2013-06-28,27071.11
6,14,2013-07-05,28608.84
6,14,2013-07-12,25766.11
6,14,2013-07-19,23323.57
6,14,2013-07-26,22759.68
6,16,2012-11-02,6791.57
6,16,2012-11-09,8031.32
6,16,2012-11-16,6181.03
6,16,2012-11-23,8096.35
6,16,2012-11-30,6350.35
6,16,2012-12-07,6822.03
6,16,2012-12-14,5103.19
6,16,2012-12-21,6435.81
6,16,2012-12-28,6445.03
6,16,2013-01-04,6495.32
6,16,2013-01-11,8248.03
6,16,2013-01-18,7216.32
6,16,2013-01-25,15427.14
6,16,2013-02-01,19631.0
6,16,2013-02-08,23453.19
6,16,2013-02-15,17647.46
6,16,2013-02-22,21325.89
6,16,2013-03-01,22765.97
6,16,2013-03-08,37391.78
6,16,2013-03-15,39919.86
6,16,2013-03-22,47037.92
6,16,2013-03-29,42343.73
6,16,2013-04-05,44138.73
6,16,2013-04-12,48367.35
6,16,2013-04-19,48943.73
6,16,2013-04-26,41382.89
6,16,2013-05-03,43302.08
6,16,2013-05-10,40449.19
6,16,2013-05-17,40068.89
6,16,2013-05-24,48337.68
6,16,2013-05-31,46484.84
6,16,2013-06-07,43561.54
6,16,2013-06-14,42491.92
6,16,2013-06-21,44371.81
6,16,2013-06-28,44446.3
6,16,2013-07-05,45893.81
6,16,2013-07-12,33176.14
6,16,2013-07-19,33051.38
6,16,2013-07-26,30863.62
6,17,2012-11-02,15074.41
6,17,2012-11-09,14840.41
6,17,2012-11-16,16079.84
6,17,2012-11-23,23691.76
6,17,2012-11-30,20524.81
6,17,2012-12-07,20665.59
6,17,2012-12-14,22642.3
6,17,2012-12-21,30888.92
6,17,2012-12-28,16522.76
6,17,2013-01-04,14923.43
6,17,2013-01-11,14484.78
6,17,2013-01-18,14080.68
6,17,2013-01-25,13670.24
6,17,2013-02-01,16041.68
6,17,2013-02-08,16837.57
6,17,2013-02-15,16589.19
6,17,2013-02-22,17216.19
6,17,2013-03-01,17248.46
6,17,2013-03-08,16839.35
6,17,2013-03-15,17801.16
6,17,2013-03-22,15581.24
6,17,2013-03-29,15899.32
6,17,2013-04-05,15475.57
6,17,2013-04-12,14035.11
6,17,2013-04-19,13702.27
6,17,2013-04-26,14126.32
6,17,2013-05-03,15646.3
6,17,2013-05-10,15592.16
6,17,2013-05-17,14720.73
6,17,2013-05-24,15375.51
6,17,2013-05-31,15633.35
6,17,2013-06-07,15513.14
6,17,2013-06-14,15425.11
6,17,2013-06-21,15895.08
6,17,2013-06-28,16405.92
6,17,2013-07-05,16847.51
6,17,2013-07-12,15461.35
6,17,2013-07-19,15925.16
6,17,2013-07-26,15190.27
6,18,2012-11-02,21958.81
6,18,2012-11-09,18346.86
6,18,2012-11-16,24790.84
6,18,2012-11-23,48559.14
6,18,2012-11-30,70640.24
6,18,2012-12-07,75355.32
6,18,2012-12-14,54763.38
6,18,2012-12-21,43228.86
6,18,2012-12-28,34563.7
6,18,2013-01-04,8701.14
6,18,2013-01-11,873.0
6,18,2013-01-18,2243.0
6,18,2013-01-25,2750.62
6,18,2013-02-01,4241.16
6,18,2013-02-08,10607.08
6,18,2013-02-15,19364.32
6,18,2013-02-22,2801.35
6,18,2013-03-01,2904.32
6,18,2013-03-08,3126.57
6,18,2013-03-15,3114.08
6,18,2013-03-22,3645.46
6,18,2013-03-29,8403.38
6,18,2013-04-05,20361.08
6,18,2013-04-12,8528.89
6,18,2013-04-19,1302.68
6,18,2013-04-26,779.03
6,18,2013-05-03,41.19
6,18,2013-05-10,6.92
6,18,2013-05-17,2.38
6,18,2013-06-07,2.05
6,19,2012-11-02,3398.22
6,19,2012-11-09,3172.54
6,19,2012-11-16,3530.32
6,19,2012-11-23,3389.05
6,19,2012-11-30,3651.57
6,19,2012-12-07,3636.95
6,19,2012-12-14,4050.59
6,19,2012-12-21,3749.35
6,19,2012-12-28,2573.16
6,19,2013-01-04,2371.73
6,19,2013-01-11,2398.49
6,19,2013-01-18,2496.54
6,19,2013-01-25,2916.27
6,19,2013-02-01,3087.16
6,19,2013-02-08,3025.73
6,19,2013-02-15,2964.22
6,19,2013-02-22,3127.16
6,19,2013-03-01,3010.35
6,19,2013-03-08,3348.49
6,19,2013-03-15,3603.78
6,19,2013-03-22,3189.89
6,19,2013-03-29,3317.49
6,19,2013-04-05,3311.59
6,19,2013-04-12,3320.0
6,19,2013-04-19,2886.57
6,19,2013-04-26,3270.84
6,19,2013-05-03,3010.62
6,19,2013-05-10,2986.86
6,19,2013-05-17,3369.97
6,19,2013-05-24,3314.41
6,19,2013-05-31,3331.68
6,19,2013-06-07,3414.05
6,19,2013-06-14,3349.97
6,19,2013-06-21,2706.11
6,19,2013-06-28,2675.84
6,19,2013-07-05,2998.11
6,19,2013-07-12,2817.14
6,19,2013-07-19,3137.49
6,19,2013-07-26,2703.84
6,20,2012-11-02,6891.86
6,20,2012-11-09,7066.19
6,20,2012-11-16,8125.54
6,20,2012-11-23,11647.0
6,20,2012-11-30,8362.41
6,20,2012-12-07,8292.68
6,20,2012-12-14,7833.97
6,20,2012-12-21,10403.38
6,20,2012-12-28,7903.95
6,20,2013-01-04,6524.84
6,20,2013-01-11,7544.32
6,20,2013-01-18,6657.38
6,20,2013-01-25,7419.32
6,20,2013-02-01,8502.16
6,20,2013-02-08,9722.27
6,20,2013-02-15,8055.22
6,20,2013-02-22,8522.65
6,20,2013-03-01,9491.78
6,20,2013-03-08,10350.35
6,20,2013-03-15,10836.95
6,20,2013-03-22,9653.32
6,20,2013-03-29,10018.3
6,20,2013-04-05,10062.81
6,20,2013-04-12,8834.03
6,20,2013-04-19,8925.43
6,20,2013-04-26,9511.41
6,20,2013-05-03,9080.27
6,20,2013-05-10,9067.49
6,20,2013-05-17,9291.95
6,20,2013-05-24,12475.46
6,20,2013-05-31,11607.78
6,20,2013-06-07,13330.27
6,20,2013-06-14,11987.43
6,20,2013-06-21,12041.3
6,20,2013-06-28,12192.0
6,20,2013-07-05,13673.35
6,20,2013-07-12,10950.46
6,20,2013-07-19,10818.73
6,20,2013-07-26,10650.16
6,21,2012-11-02,7428.27
6,21,2012-11-09,7557.32
6,21,2012-11-16,8010.16
6,21,2012-11-23,10678.92
6,21,2012-11-30,10252.32
6,21,2012-12-07,10988.59
6,21,2012-12-14,14227.46
6,21,2012-12-21,15185.27
6,21,2012-12-28,7729.38
6,21,2013-01-04,6897.51
6,21,2013-01-11,6866.35
6,21,2013-01-18,7064.14
6,21,2013-01-25,6972.0
6,21,2013-02-01,7166.62
6,21,2013-02-08,7533.05
6,21,2013-02-15,7453.59
6,21,2013-02-22,7454.38
6,21,2013-03-01,8609.65
6,21,2013-03-08,8442.46
6,21,2013-03-15,8596.32
6,21,2013-03-22,8453.68
6,21,2013-03-29,8968.73
6,21,2013-04-05,9393.7
6,21,2013-04-12,8384.03
6,21,2013-04-19,7655.92
6,21,2013-04-26,8111.03
6,21,2013-05-03,7522.49
6,21,2013-05-10,7762.76
6,21,2013-05-17,7270.3
6,21,2013-05-24,7252.81
6,21,2013-05-31,7288.76
6,21,2013-06-07,7720.3
6,21,2013-06-14,8022.46
6,21,2013-06-21,7968.22
6,21,2013-06-28,8303.41
6,21,2013-07-05,8871.59
6,21,2013-07-12,8480.3
6,21,2013-07-19,7372.97
6,21,2013-07-26,7896.95
6,22,2012-11-02,18269.68
6,22,2012-11-09,17271.65
6,22,2012-11-16,17659.97
6,22,2012-11-23,36596.16
6,22,2012-11-30,26472.68
6,22,2012-12-07,25762.08
6,22,2012-12-14,26042.43
6,22,2012-12-21,38185.22
6,22,2012-12-28,21441.95
6,22,2013-01-04,17525.27
6,22,2013-01-11,17245.86
6,22,2013-01-18,16682.43
6,22,2013-01-25,14534.27
6,22,2013-02-01,20071.46
6,22,2013-02-08,20953.08
6,22,2013-02-15,21046.46
6,22,2013-02-22,20879.92
6,22,2013-03-01,21503.95
6,22,2013-03-08,20576.05
6,22,2013-03-15,21986.73
6,22,2013-03-22,18233.19
6,22,2013-03-29,16871.38
6,22,2013-04-05,17427.24
6,22,2013-04-12,16137.65
6,22,2013-04-19,15719.62
6,22,2013-04-26,16039.03
6,22,2013-05-03,16074.68
6,22,2013-05-10,16062.08
6,22,2013-05-17,16182.84
6,22,2013-05-24,18300.11
6,22,2013-05-31,16896.3
6,22,2013-06-07,18401.46
6,22,2013-06-14,18350.59
6,22,2013-06-21,17299.51
6,22,2013-06-28,16961.7
6,22,2013-07-05,22323.65
6,22,2013-07-12,18974.08
6,22,2013-07-19,16770.54
6,22,2013-07-26,18516.0
6,23,2012-11-02,31935.84
6,23,2012-11-09,29812.81
6,23,2012-11-16,30684.24
6,23,2012-11-23,40742.35
6,23,2012-11-30,35607.35
6,23,2012-12-07,45515.73
6,23,2012-12-14,51991.86
6,23,2012-12-21,81515.43
6,23,2012-12-28,31562.54
6,23,2013-01-04,24064.46
6,23,2013-01-11,19550.59
6,23,2013-01-18,20759.51
6,23,2013-01-25,18921.41
6,23,2013-02-01,23448.22
6,23,2013-02-08,24983.38
6,23,2013-02-15,26163.68
6,23,2013-02-22,25735.62
6,23,2013-03-01,26799.38
6,23,2013-03-08,26803.27
6,23,2013-03-15,29674.92
6,23,2013-03-22,28568.76
6,23,2013-03-29,27783.38
6,23,2013-04-05,28005.27
6,23,2013-04-12,27984.16
6,23,2013-04-19,28183.97
6,23,2013-04-26,27293.51
6,23,2013-05-03,27634.73
6,23,2013-05-10,27967.46
6,23,2013-05-17,29523.3
6,23,2013-05-24,32876.19
6,23,2013-05-31,31837.54
6,23,2013-06-07,37589.57
6,23,2013-06-14,36750.14
6,23,2013-06-21,38017.16
6,23,2013-06-28,34561.46
6,23,2013-07-05,36822.46
6,23,2013-07-12,29045.32
6,23,2013-07-19,30488.43
6,23,2013-07-26,29180.19
6,24,2012-11-02,8391.81
6,24,2012-11-09,7733.32
6,24,2012-11-16,8510.49
6,24,2012-11-23,13789.97
6,24,2012-11-30,11772.65
6,24,2012-12-07,14669.05
6,24,2012-12-14,15235.16
6,24,2012-12-21,18178.11
6,24,2012-12-28,4812.35
6,24,2013-01-04,5060.11
6,24,2013-01-11,3460.43
6,24,2013-01-18,4145.0
6,24,2013-01-25,3206.46
6,24,2013-02-01,4849.78
6,24,2013-02-08,5416.14
6,24,2013-02-15,6037.24
6,24,2013-02-22,5639.73
6,24,2013-03-01,6565.73
6,24,2013-03-08,5942.24
6,24,2013-03-15,6917.38
6,24,2013-03-22,6314.16
6,24,2013-03-29,6285.65
6,24,2013-04-05,5910.65
6,24,2013-04-12,5887.03
6,24,2013-04-19,5629.49
6,24,2013-04-26,5240.7
6,24,2013-05-03,4774.46
6,24,2013-05-10,4869.38
6,24,2013-05-17,4860.78
6,24,2013-05-24,5101.59
6,24,2013-05-31,5466.03
6,24,2013-06-07,5460.81
6,24,2013-06-14,5381.41
6,24,2013-06-21,5440.59
6,24,2013-06-28,5474.57
6,24,2013-07-05,5864.65
6,24,2013-07-12,5826.05
6,24,2013-07-19,6010.81
6,24,2013-07-26,7364.14
6,25,2012-11-02,12492.89
6,25,2012-11-09,11726.62
6,25,2012-11-16,12574.65
6,25,2012-11-23,13419.65
6,25,2012-11-30,13948.7
6,25,2012-12-07,14591.3
6,25,2012-12-14,17219.51
6,25,2012-12-21,20235.49
6,25,2012-12-28,11038.97
6,25,2013-01-04,8717.3
6,25,2013-01-11,8145.59
6,25,2013-01-18,7930.97
6,25,2013-01-25,8185.3
6,25,2013-02-01,11101.03
6,25,2013-02-08,11996.14
6,25,2013-02-15,13005.57
6,25,2013-02-22,12972.19
6,25,2013-03-01,13151.92
6,25,2013-03-08,13561.92
6,25,2013-03-15,15690.3
6,25,2013-03-22,15509.14
6,25,2013-03-29,15012.78
6,25,2013-04-05,15349.76
6,25,2013-04-12,15245.95
6,25,2013-04-19,14786.65
6,25,2013-04-26,13243.14
6,25,2013-05-03,13268.35
6,25,2013-05-10,13422.41
6,25,2013-05-17,12983.05
6,25,2013-05-24,14741.08
6,25,2013-05-31,14819.38
6,25,2013-06-07,15975.24
6,25,2013-06-14,15432.49
6,25,2013-06-21,15109.62
6,25,2013-06-28,14742.81
6,25,2013-07-05,13525.08
6,25,2013-07-12,11522.38
6,25,2013-07-19,11883.08
6,25,2013-07-26,11603.54
6,26,2012-11-02,12798.73
6,26,2012-11-09,11241.22
6,26,2012-11-16,11838.76
6,26,2012-11-23,14097.62
6,26,2012-11-30,13635.22
6,26,2012-12-07,15691.89
6,26,2012-12-14,14740.27
6,26,2012-12-21,17105.16
6,26,2012-12-28,5860.0
6,26,2013-01-04,4619.97
6,26,2013-01-11,5407.59
6,26,2013-01-18,6012.92
6,26,2013-01-25,6686.95
6,26,2013-02-01,8456.19
6,26,2013-02-08,9887.3
6,26,2013-02-15,9192.14
6,26,2013-02-22,9099.43
6,26,2013-03-01,9188.97
6,26,2013-03-08,9059.95
6,26,2013-03-15,9581.89
6,26,2013-03-22,8842.76
6,26,2013-03-29,8805.35
6,26,2013-04-05,8789.84
6,26,2013-04-12,8140.84
6,26,2013-04-19,8904.22
6,26,2013-04-26,8276.19
6,26,2013-05-03,8582.32
6,26,2013-05-10,8029.22
6,26,2013-05-17,7369.05
6,26,2013-05-24,7778.65
6,26,2013-05-31,7807.59
6,26,2013-06-07,7797.41
6,26,2013-06-14,7766.38
6,26,2013-06-21,7623.43
6,26,2013-06-28,7180.97
6,26,2013-07-05,7584.7
6,26,2013-07-12,6676.73
6,26,2013-07-19,6935.97
6,26,2013-07-26,6755.22
6,27,2012-11-02,2229.14
6,27,2012-11-09,2077.51
6,27,2012-11-16,2691.38
6,27,2012-11-23,3549.84
6,27,2012-11-30,3797.86
6,27,2012-12-07,5536.27
6,27,2012-12-14,5009.32
6,27,2012-12-21,6886.78
6,27,2012-12-28,3044.14
6,27,2013-01-04,2447.46
6,27,2013-01-11,1723.0
6,27,2013-01-18,1830.32
6,27,2013-01-25,1723.32
6,27,2013-02-01,2143.51
6,27,2013-02-08,2082.11
6,27,2013-02-15,2028.43
