,Store,Date,Temperature,Fuel_Price,CPI,Unemployment,Type,Size,Dept,Weekly_Sales,Holiday,Year,Month,Day
7550,11,2011-11-25,70.03,3.236,221.9011185,7.197,A,207499,93,40275.52,Thanksgiving,2011,11,25
7551,11,2011-12-30,48.86,3.129,223.0090839,7.197,A,207499,93,30954.02,Christmas,2011,12,30
7552,11,2012-02-10,52.23,3.409,223.753643,6.833,A,207499,93,38095.89,Super Bowl,2012,2,10
7553,11,2012-09-07,85.17,3.73,225.9660263,6.334,A,207499,93,36537.23,Labor Day,2012,9,7
7554,11,2010-02-12,48.01,2.548,214.5747916,7.368,A,207499,94,40228.49,Super Bowl,2010,2,12
7555,11,2010-09-10,81.93,2.565,214.8065431,7.346,A,207499,94,35502.55,Labor Day,2010,9,10
7556,11,2010-11-26,69.9,2.735,215.0614025,7.564,A,207499,94,36340.64,Thanksgiving,2010,11,26
7557,11,2010-12-31,55.03,2.943,214.6986466,7.564,A,207499,94,26213.59,Christmas,2010,12,31
7558,11,2011-02-11,44.61,3.022,216.2660913,7.551,A,207499,94,34277.0,Super Bowl,2011,2,11
7559,11,2011-09-09,84.91,3.546,219.2135305,7.567,A,207499,94,40265.4,Labor Day,2011,9,9
7560,11,2011-11-25,70.03,3.236,221.9011185,7.197,A,207499,94,37735.39,Thanksgiving,2011,11,25
7561,11,2011-12-30,48.86,3.129,223.0090839,7.197,A,207499,94,29340.71,Christmas,2011,12,30
7562,11,2012-02-10,52.23,3.409,223.753643,6.833,A,207499,94,36815.36,Super Bowl,2012,2,10
7563,11,2012-09-07,85.17,3.73,225.9660263,6.334,A,207499,94,40218.81,Labor Day,2012,9,7
7564,11,2010-02-12,48.01,2.548,214.5747916,7.368,A,207499,95,78778.26,Super Bowl,2010,2,12
7565,11,2010-09-10,81.93,2.565,214.8065431,7.346,A,207499,95,79736.74,Labor Day,2010,9,10
7566,11,2010-11-26,69.9,2.735,215.0614025,7.564,A,207499,95,71278.62,Thanksgiving,2010,11,26
7567,11,2010-12-31,55.03,2.943,214.6986466,7.564,A,207499,95,61346.21,Christmas,2010,12,31
7568,11,2011-02-11,44.61,3.022,216.2660913,7.551,A,207499,95,75748.58,Super Bowl,2011,2,11
7569,11,2011-09-09,84.91,3.546,219.2135305,7.567,A,207499,95,81993.27,Labor Day,2011,9,9
7570,11,2011-11-25,70.03,3.236,221.9011185,7.197,A,207499,95,72993.98,Thanksgiving,2011,11,25
7571,11,2011-12-30,48.86,3.129,223.0090839,7.197,A,207499,95,58787.3,Christmas,2011,12,30
7572,11,2012-02-10,52.23,3.409,223.753643,6.833,A,207499,95,76461.39,Super Bowl,2012,2,10
7573,11,2012-09-07,85.17,3.73,225.9660263,6.334,A,207499,95,82872.52,Labor Day,2012,9,7
7574,11,2010-02-12,48.01,2.548,214.5747916,7.368,A,207499,96,21140.47,Super Bowl,2010,2,12
7575,11,2010-09-10,81.93,2.565,214.8065431,7.346,A,207499,96,20549.93,Labor Day,2010,9,10
7576,11,2010-11-26,69.9,2.735,215.0614025,7.564,A,207499,96,32970.33,Thanksgiving,2010,11,26
7577,11,2010-12-31,55.03,2.943,214.6986466,7.564,A,207499,96,27961.11,Christmas,2010,12,31
7578,11,2011-02-11,44.61,3.022,216.2660913,7.551,A,207499,96,24303.29,Super Bowl,2011,2,11
7579,11,2011-09-09,84.91,3.546,219.2135305,7.567,A,207499,96,24221.95,Labor Day,2011,9,9
7580,11,2011-11-25,70.03,3.236,221.9011185,7.197,A,207499,96,30760.96,Thanksgiving,2011,11,25
7581,11,2011-12-30,48.86,3.129,223.0090839,7.197,A,207499,96,24625.95,Christmas,2011,12,30
7582,11,2012-02-10,52.23,3.409,223.753643,6.833,A,207499,96,22031.64,Super Bowl,2012,2,10
7583,11,2012-09-07,85.17,3.73,225.9660263,6.334,A,207499,96,22150.66,Labor Day,2012,9,7
7584,11,2010-02-12,48.01,2.548,214.5747916,7.368,A,207499,97,16698.06,Super Bowl,2010,2,12
7585,11,2010-09-10,81.93,2.565,214.8065431,7.346,A,207499,97,19132.51,Labor Day,2010,9,10
7586,11,2010-11-26,69.9,2.735,215.0614025,7.564,A,207499,97,13902.51,Thanksgiving,2010,11,26
7587,11,2010-12-31,55.03,2.943,214.6986466,7.564,A,207499,97,13984.91,Christmas,2010,12,31
7588,11,2011-02-11,44.61,3.022,216.2660913,7.551,A,207499,97,17363.3,Super Bowl,2011,2,11
7589,11,2011-09-09,84.91,3.546,219.2135305,7.567,A,207499,97,18159.44,Labor Day,2011,9,9
7590,11,2011-11-25,70.03,3.236,221.9011185,7.197,A,207499,97,13426.55,Thanksgiving,2011,11,25
7591,11,2011-12-30,48.86,3.129,223.0090839,7.197,A,207499,97,13258.37,Christmas,2011,12,30
7592,11,2012-02-10,52.23,3.409,223.753643,6.833,A,207499,97,17704.93,Super Bowl,2012,2,10
7593,11,2012-09-07,85.17,3.73,225.9660263,6.334,A,207499,97,18499.53,Labor Day,2012,9,7
7594,11,2010-02-12,48.01,2.548,214.5747916,7.368,A,207499,98,16016.64,Super Bowl,2010,2,12
7595,11,2010-09-10,81.93,2.565,214.8065431,7.346,A,207499,98,8055.29,Labor Day,2010,9,10
7596,11,2010-11-26,69.9,2.735,215.0614025,7.564,A,207499,98,17267.63,Thanksgiving,2010,11,26
7597,11,2010-12-31,55.03,2.943,214.6986466,7.564,A,207499,98,7367.18,Christmas,2010,12,31
7598,11,2011-02-11,44.61,3.022,216.2660913,7.551,A,207499,98,12494.4,Super Bowl,2011,2,11
7599,11,2011-09-09,84.91,3.546,219.2135305,7.567,A,207499,98,7886.07,Labor Day,2011,9,9
7600,11,2011-11-25,70.03,3.236,221.9011185,7.197,A,207499,98,16500.69,Thanksgiving,2011,11,25
7601,11,2011-12-30,48.86,3.129,223.0090839,7.197,A,207499,98,8975.19,Christmas,2011,12,30
7602,11,2012-02-10,52.23,3.409,223.753643,6.833,A,207499,98,10984.71,Super Bowl,2012,2,10
7603,11,2012-09-07,85.17,3.73,225.9660263,6.334,A,207499,98,7561.58,Labor Day,2012,9,7
7604,11,2011-09-09,84.91,3.546,219.2135305,7.567,A,207499,99,80.0,Labor Day,2011,9,9
7605,11,2011-11-25,70.03,3.236,221.9011185,7.197,A,207499,99,5700.0,Thanksgiving,2011,11,25
7606,11,2011-12-30,48.86,3.129,223.0090839,7.197,A,207499,99,250.0,Christmas,2011,12,30
7607,11,2012-02-10,52.23,3.409,223.753643,6.833,A,207499,99,1674.03,Super Bowl,2012,2,10
7608,11,2012-09-07,85.17,3.73,225.9660263,6.334,A,207499,99,30.1,Labor Day,2012,9,7
7609,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,1,37734.82,Super Bowl,2010,2,12
7610,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,1,11995.69,Labor Day,2010,9,10
7611,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,1,14004.02,Thanksgiving,2010,11,26
7612,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,1,18294.29,Christmas,2010,12,31
7613,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,1,23821.56,Super Bowl,2011,2,11
7614,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,1,13556.34,Labor Day,2011,9,9
7615,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,1,15114.43,Thanksgiving,2011,11,25
7616,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,1,22801.73,Christmas,2011,12,30
7617,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,1,24137.25,Super Bowl,2012,2,10
7618,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,1,14482.94,Labor Day,2012,9,7
7619,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,2,74171.01,Super Bowl,2010,2,12
7620,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,2,70420.41,Labor Day,2010,9,10
7621,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,2,67722.2,Thanksgiving,2010,11,26
7622,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,2,58893.22,Christmas,2010,12,31
7623,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,2,76035.22,Super Bowl,2011,2,11
7624,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,2,76787.08,Labor Day,2011,9,9
7625,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,2,73802.84,Thanksgiving,2011,11,25
7626,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,2,73235.42,Christmas,2011,12,30
7627,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,2,88331.55,Super Bowl,2012,2,10
7628,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,2,76954.26,Labor Day,2012,9,7
7629,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,3,16055.53,Super Bowl,2010,2,12
7630,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,3,23338.8,Labor Day,2010,9,10
7631,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,3,11589.27,Thanksgiving,2010,11,26
7632,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,3,8891.99,Christmas,2010,12,31
7633,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,3,16770.2,Super Bowl,2011,2,11
7634,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,3,23799.74,Labor Day,2011,9,9
7635,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,3,11468.69,Thanksgiving,2011,11,25
7636,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,3,10402.0,Christmas,2011,12,30
7637,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,3,16727.66,Super Bowl,2012,2,10
7638,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,3,26329.11,Labor Day,2012,9,7
7639,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,4,25596.35,Super Bowl,2010,2,12
7640,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,4,25385.84,Labor Day,2010,9,10
7641,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,4,26743.54,Thanksgiving,2010,11,26
7642,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,4,27329.83,Christmas,2010,12,31
7643,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,4,28739.71,Super Bowl,2011,2,11
7644,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,4,27310.99,Labor Day,2011,9,9
7645,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,4,27148.84,Thanksgiving,2011,11,25
7646,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,4,26703.62,Christmas,2011,12,30
7647,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,4,28962.63,Super Bowl,2012,2,10
7648,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,4,27747.89,Labor Day,2012,9,7
7649,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,5,38439.06,Super Bowl,2010,2,12
7650,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,5,17211.13,Labor Day,2010,9,10
7651,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,5,103632.86,Thanksgiving,2010,11,26
7652,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,5,33054.19,Christmas,2010,12,31
7653,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,5,30374.43,Super Bowl,2011,2,11
7654,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,5,17409.84,Labor Day,2011,9,9
7655,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,5,80715.81,Thanksgiving,2011,11,25
7656,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,5,36961.97,Christmas,2011,12,30
7657,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,5,37930.68,Super Bowl,2012,2,10
7658,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,5,17873.56,Labor Day,2012,9,7
7659,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,6,8464.36,Super Bowl,2010,2,12
7660,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,6,5625.13,Labor Day,2010,9,10
7661,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,6,27952.85,Thanksgiving,2010,11,26
7662,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,6,8418.02,Christmas,2010,12,31
7663,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,6,5965.64,Super Bowl,2011,2,11
7664,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,6,5776.83,Labor Day,2011,9,9
7665,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,6,28099.33,Thanksgiving,2011,11,25
7666,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,6,13470.84,Christmas,2011,12,30
7667,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,6,7242.24,Super Bowl,2012,2,10
7668,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,6,4028.67,Labor Day,2012,9,7
7669,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,7,27433.02,Super Bowl,2010,2,12
7670,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,7,24237.36,Labor Day,2010,9,10
7671,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,7,79219.63,Thanksgiving,2010,11,26
7672,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,7,35269.3,Christmas,2010,12,31
7673,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,7,24165.81,Super Bowl,2011,2,11
7674,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,7,29602.95,Labor Day,2011,9,9
7675,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,7,97912.87,Thanksgiving,2011,11,25
7676,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,7,70093.01,Christmas,2011,12,30
7677,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,7,27866.54,Super Bowl,2012,2,10
7678,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,7,28437.56,Labor Day,2012,9,7
7679,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,8,44101.66,Super Bowl,2010,2,12
7680,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,8,39737.36,Labor Day,2010,9,10
7681,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,8,42216.61,Thanksgiving,2010,11,26
7682,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,8,37945.75,Christmas,2010,12,31
7683,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,8,43568.88,Super Bowl,2011,2,11
7684,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,8,42381.8,Labor Day,2011,9,9
7685,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,8,42571.74,Thanksgiving,2011,11,25
7686,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,8,38915.45,Christmas,2011,12,30
7687,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,8,46171.19,Super Bowl,2012,2,10
7688,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,8,40637.0,Labor Day,2012,9,7
7689,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,9,16418.42,Super Bowl,2010,2,12
7690,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,9,18375.65,Labor Day,2010,9,10
7691,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,9,17482.5,Thanksgiving,2010,11,26
7692,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,9,13528.08,Christmas,2010,12,31
7693,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,9,16667.85,Super Bowl,2011,2,11
7694,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,9,18742.39,Labor Day,2011,9,9
7695,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,9,24883.01,Thanksgiving,2011,11,25
7696,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,9,19054.17,Christmas,2011,12,30
7697,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,9,17028.38,Super Bowl,2012,2,10
7698,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,9,17587.43,Labor Day,2012,9,7
7699,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,10,16402.66,Super Bowl,2010,2,12
7700,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,10,19107.2,Labor Day,2010,9,10
7701,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,10,15903.74,Thanksgiving,2010,11,26
7702,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,10,13223.39,Christmas,2010,12,31
7703,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,10,16542.17,Super Bowl,2011,2,11
7704,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,10,18864.04,Labor Day,2011,9,9
7705,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,10,17052.01,Thanksgiving,2011,11,25
7706,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,10,13102.12,Christmas,2011,12,30
7707,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,10,21392.56,Super Bowl,2012,2,10
7708,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,10,16383.84,Labor Day,2012,9,7
7709,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,11,16909.89,Super Bowl,2010,2,12
7710,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,11,14575.7,Labor Day,2010,9,10
7711,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,11,27690.54,Thanksgiving,2010,11,26
7712,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,11,14907.9,Christmas,2010,12,31
7713,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,11,15325.46,Super Bowl,2011,2,11
7714,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,11,15909.7,Labor Day,2011,9,9
7715,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,11,17325.21,Thanksgiving,2011,11,25
7716,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,11,18294.76,Christmas,2011,12,30
7717,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,11,18261.39,Super Bowl,2012,2,10
7718,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,11,17141.44,Labor Day,2012,9,7
7719,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,12,5427.79,Super Bowl,2010,2,12
7720,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,12,4200.48,Labor Day,2010,9,10
7721,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,12,4534.21,Thanksgiving,2010,11,26
7722,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,12,2769.39,Christmas,2010,12,31
7723,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,12,4924.66,Super Bowl,2011,2,11
7724,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,12,3826.9,Labor Day,2011,9,9
7725,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,12,4552.95,Thanksgiving,2011,11,25
7726,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,12,3293.04,Christmas,2011,12,30
7727,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,12,5120.23,Super Bowl,2012,2,10
7728,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,12,4348.82,Labor Day,2012,9,7
7729,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,13,49497.42,Super Bowl,2010,2,12
7730,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,13,47472.58,Labor Day,2010,9,10
7731,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,13,45025.97,Thanksgiving,2010,11,26
7732,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,13,41456.16,Christmas,2010,12,31
7733,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,13,51071.49,Super Bowl,2011,2,11
7734,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,13,48091.52,Labor Day,2011,9,9
7735,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,13,44972.99,Thanksgiving,2011,11,25
7736,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,13,44356.12,Christmas,2011,12,30
7737,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,13,55045.11,Super Bowl,2012,2,10
7738,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,13,46955.08,Labor Day,2012,9,7
7739,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,14,22128.18,Super Bowl,2010,2,12
7740,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,14,16149.87,Labor Day,2010,9,10
7741,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,14,41039.68,Thanksgiving,2010,11,26
7742,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,14,20767.63,Christmas,2010,12,31
7743,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,14,22413.57,Super Bowl,2011,2,11
7744,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,14,15850.4,Labor Day,2011,9,9
7745,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,14,45083.58,Thanksgiving,2011,11,25
7746,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,14,26638.91,Christmas,2011,12,30
7747,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,14,26244.84,Super Bowl,2012,2,10
7748,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,14,19592.29,Labor Day,2012,9,7
7749,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,16,3859.33,Super Bowl,2010,2,12
7750,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,16,7199.75,Labor Day,2010,9,10
7751,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,16,3224.7,Thanksgiving,2010,11,26
7752,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,16,1750.73,Christmas,2010,12,31
7753,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,16,4974.83,Super Bowl,2011,2,11
7754,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,16,8174.67,Labor Day,2011,9,9
7755,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,16,4295.46,Thanksgiving,2011,11,25
7756,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,16,1459.9,Christmas,2011,12,30
7757,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,16,5847.15,Super Bowl,2012,2,10
7758,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,16,8446.21,Labor Day,2012,9,7
7759,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,17,16248.46,Super Bowl,2010,2,12
7760,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,17,10719.06,Labor Day,2010,9,10
7761,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,17,14364.77,Thanksgiving,2010,11,26
7762,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,17,11136.73,Christmas,2010,12,31
7763,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,17,14292.11,Super Bowl,2011,2,11
7764,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,17,10839.27,Labor Day,2011,9,9
7765,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,17,16817.13,Thanksgiving,2011,11,25
7766,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,17,11826.93,Christmas,2011,12,30
7767,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,17,15398.34,Super Bowl,2012,2,10
7768,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,17,11396.8,Labor Day,2012,9,7
7769,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,18,17730.75,Super Bowl,2010,2,12
7770,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,18,84.0,Labor Day,2010,9,10
7771,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,18,38951.22,Thanksgiving,2010,11,26
7772,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,18,11470.8,Christmas,2010,12,31
7773,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,18,8776.13,Super Bowl,2011,2,11
7774,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,18,96.57,Labor Day,2011,9,9
7775,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,18,40961.88,Thanksgiving,2011,11,25
7776,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,18,22214.94,Christmas,2011,12,30
7777,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,18,6814.36,Super Bowl,2012,2,10
7778,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,18,133.1,Labor Day,2012,9,7
7779,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,19,3159.33,Super Bowl,2010,2,12
7780,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,19,2531.05,Labor Day,2010,9,10
7781,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,19,3651.06,Thanksgiving,2010,11,26
7782,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,19,1761.14,Christmas,2010,12,31
7783,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,19,2821.18,Super Bowl,2011,2,11
7784,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,19,3271.05,Labor Day,2011,9,9
7785,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,19,3243.9,Thanksgiving,2011,11,25
7786,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,19,2330.17,Christmas,2011,12,30
7787,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,19,3700.53,Super Bowl,2012,2,10
7788,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,19,1957.35,Labor Day,2012,9,7
7789,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,20,8754.04,Super Bowl,2010,2,12
7790,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,20,5390.34,Labor Day,2010,9,10
7791,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,20,8168.84,Thanksgiving,2010,11,26
7792,12,2010-12-31,45.64,3.148,127.0876774,14.313,B,112238,20,5076.04,Christmas,2010,12,31
7793,12,2011-02-11,51.3,3.381,127.859129,14.021,B,112238,20,7484.81,Super Bowl,2011,2,11
7794,12,2011-09-09,88.0,3.913,129.3686129,13.503,B,112238,20,6490.05,Labor Day,2011,9,9
7795,12,2011-11-25,53.25,3.622,129.8364,12.89,B,112238,20,7139.14,Thanksgiving,2011,11,25
7796,12,2011-12-30,44.64,3.428,130.0710323,12.89,B,112238,20,4100.82,Christmas,2011,12,30
7797,12,2012-02-10,52.27,3.722,130.3849032,12.187,B,112238,20,8469.3,Super Bowl,2012,2,10
7798,12,2012-09-07,88.52,4.124,130.9325484,10.926,B,112238,20,6846.19,Labor Day,2012,9,7
7799,12,2010-02-12,47.87,2.946,126.4962581,13.975,B,112238,21,4446.1,Super Bowl,2010,2,12
7800,12,2010-09-10,83.63,3.044,126.1145806,14.18,B,112238,21,3843.52,Labor Day,2010,9,10
7801,12,2010-11-26,47.66,3.162,126.6692667,14.313,B,112238,21,4250.62,Thanksgiving,2010,11,26
