Store,Dept,Date,Weekly_Sales
9,41,2013-05-24,264.32
9,41,2013-05-31,288.54
9,41,2013-06-07,260.76
9,41,2013-06-14,304.68
9,41,2013-06-21,309.38
9,41,2013-06-28,330.0
9,41,2013-07-05,403.81
9,41,2013-07-12,574.86
9,41,2013-07-19,640.16
9,41,2013-07-26,887.43
9,42,2012-11-02,3418.95
9,42,2012-11-09,3401.32
9,42,2012-11-16,3262.68
9,42,2012-11-23,3100.81
9,42,2012-11-30,2872.78
9,42,2012-12-07,3080.46
9,42,2012-12-14,3107.49
9,42,2012-12-21,3405.03
9,42,2012-12-28,2357.16
9,42,2013-01-04,3090.57
9,42,2013-01-11,2777.24
9,42,2013-01-18,2764.16
9,42,2013-01-25,4419.11
9,42,2013-02-01,2976.43
9,42,2013-02-08,2956.54
9,42,2013-02-15,3466.41
9,42,2013-02-22,3089.49
9,42,2013-03-01,3042.81
9,42,2013-03-08,2875.11
9,42,2013-03-15,3996.08
9,42,2013-03-22,4257.65
9,42,2013-03-29,3501.11
9,42,2013-04-05,3635.3
9,42,2013-04-12,3499.7
9,42,2013-04-19,3202.62
9,42,2013-04-26,3265.46
9,42,2013-05-03,3155.05
9,42,2013-05-10,3200.95
9,42,2013-05-17,2937.27
9,42,2013-05-24,2927.65
9,42,2013-05-31,3055.51
9,42,2013-06-07,3109.54
9,42,2013-06-14,3088.19
9,42,2013-06-21,3597.76
9,42,2013-06-28,3231.59
9,42,2013-07-05,3547.92
9,42,2013-07-12,3373.46
9,42,2013-07-19,4054.08
9,42,2013-07-26,3662.65
9,44,2012-11-02,4035.54
9,44,2012-11-09,4549.05
9,44,2012-11-16,3918.38
9,44,2012-11-23,5947.49
9,44,2012-11-30,5830.14
9,44,2012-12-07,5986.46
9,44,2012-12-14,5809.38
9,44,2012-12-21,6472.54
9,44,2012-12-28,3397.51
9,44,2013-01-04,3280.54
9,44,2013-01-11,3249.73
9,44,2013-01-18,3228.35
9,44,2013-01-25,3220.86
9,44,2013-02-01,3253.11
9,44,2013-02-08,3438.16
9,44,2013-02-15,3513.22
9,44,2013-02-22,3558.68
9,44,2013-03-01,3437.51
9,44,2013-03-08,3153.51
9,44,2013-03-15,3045.78
9,44,2013-03-22,2850.7
9,44,2013-03-29,3222.43
9,44,2013-04-05,3093.41
9,44,2013-04-12,2960.7
9,44,2013-04-19,3129.7
9,44,2013-04-26,3064.54
9,44,2013-05-03,3507.24
9,44,2013-05-10,3521.32
9,44,2013-05-17,3962.43
9,44,2013-05-24,3393.27
9,44,2013-05-31,3421.92
9,44,2013-06-07,3083.73
9,44,2013-06-14,3136.81
9,44,2013-06-21,3063.22
9,44,2013-06-28,3311.84
9,44,2013-07-05,3099.89
9,44,2013-07-12,3257.59
9,44,2013-07-19,3548.14
9,44,2013-07-26,3064.49
9,45,2013-01-04,16.84
9,45,2013-01-11,15.62
9,45,2013-01-18,18.11
9,45,2013-01-25,13.57
9,45,2013-02-01,13.92
9,45,2013-02-08,22.84
9,45,2013-02-15,17.97
9,45,2013-03-01,14.08
9,45,2013-03-08,13.62
9,45,2013-04-12,17.0
9,45,2013-04-19,12.27
9,46,2012-11-02,7479.38
9,46,2012-11-09,7053.49
9,46,2012-11-16,7313.65
9,46,2012-11-23,7709.92
9,46,2012-11-30,7740.0
9,46,2012-12-07,8138.03
9,46,2012-12-14,11259.97
9,46,2012-12-21,18135.51
9,46,2012-12-28,10893.68
9,46,2013-01-04,6583.22
9,46,2013-01-11,6315.84
9,46,2013-01-18,6414.43
9,46,2013-01-25,6632.73
9,46,2013-02-01,7810.62
9,46,2013-02-08,8137.3
9,46,2013-02-15,7800.38
9,46,2013-02-22,7605.54
9,46,2013-03-01,7395.22
9,46,2013-03-08,7625.81
9,46,2013-03-15,7412.95
9,46,2013-03-22,7235.16
9,46,2013-03-29,7492.0
9,46,2013-04-05,7784.3
9,46,2013-04-12,7790.54
9,46,2013-04-19,7604.11
9,46,2013-04-26,7600.05
9,46,2013-05-03,7812.86
9,46,2013-05-10,7838.14
9,46,2013-05-17,7942.22
9,46,2013-05-24,8501.38
9,46,2013-05-31,8190.16
9,46,2013-06-07,8190.95
9,46,2013-06-14,8193.05
9,46,2013-06-21,7998.0
9,46,2013-06-28,8369.54
9,46,2013-07-05,8131.51
9,46,2013-07-12,8122.86
9,46,2013-07-19,6985.38
9,46,2013-07-26,6818.11
9,47,2012-12-21,117.16
9,47,2012-12-28,112.62
9,47,2013-03-15,234.89
9,48,2012-11-02,1415.62
9,48,2012-11-09,1398.24
9,48,2012-11-16,1403.84
9,48,2012-11-23,1927.51
9,48,2012-11-30,1533.59
9,48,2012-12-07,1590.43
9,48,2012-12-14,1642.78
9,48,2012-12-21,2649.43
9,48,2012-12-28,1465.46
9,48,2013-01-04,398.24
9,48,2013-01-11,439.95
9,48,2013-01-18,443.32
9,48,2013-01-25,283.08
9,48,2013-02-01,665.03
9,48,2013-02-08,932.54
9,48,2013-02-15,476.89
9,48,2013-02-22,473.73
9,48,2013-03-01,301.46
9,48,2013-03-08,230.41
9,48,2013-03-15,269.11
9,48,2013-03-22,420.16
9,48,2013-04-12,652.41
9,48,2013-04-19,683.57
9,48,2013-04-26,737.27
9,48,2013-05-03,857.92
9,48,2013-05-10,884.51
9,48,2013-05-24,1214.95
9,48,2013-05-31,1081.41
9,48,2013-06-07,1264.89
9,48,2013-06-21,793.19
9,48,2013-06-28,214.68
9,48,2013-07-05,1029.16
9,48,2013-07-19,1053.57
9,48,2013-07-26,893.73
9,49,2012-11-02,56.11
9,49,2012-11-09,52.68
9,49,2012-11-16,54.7
9,49,2012-11-23,57.3
9,49,2012-11-30,55.03
9,49,2012-12-07,51.49
9,49,2012-12-14,55.54
9,49,2012-12-21,57.3
9,49,2012-12-28,50.51
9,49,2013-01-04,26.95
9,49,2013-01-11,33.24
9,49,2013-01-18,43.08
9,49,2013-01-25,38.89
9,49,2013-02-01,55.73
9,49,2013-02-08,68.43
9,49,2013-02-15,59.41
9,49,2013-02-22,69.19
9,49,2013-03-08,46.92
9,49,2013-03-15,35.08
9,49,2013-03-22,14.65
9,49,2013-06-14,24.11
9,49,2013-06-21,22.57
9,49,2013-06-28,19.03
9,49,2013-07-05,25.16
9,49,2013-07-12,63.68
9,49,2013-07-19,30.24
9,49,2013-07-26,34.41
9,52,2012-11-02,1754.3
9,52,2012-11-09,1925.0
9,52,2012-11-16,1642.54
9,52,2012-11-23,2544.51
9,52,2012-11-30,2399.57
9,52,2012-12-07,2348.92
9,52,2012-12-14,2617.46
9,52,2012-12-21,2753.0
9,52,2012-12-28,1679.97
9,52,2013-01-04,1395.62
9,52,2013-01-11,1501.0
9,52,2013-01-18,1356.78
9,52,2013-01-25,1347.54
9,52,2013-02-01,1290.24
9,52,2013-02-08,1333.35
9,52,2013-02-15,1462.57
9,52,2013-02-22,1475.05
9,52,2013-03-01,1555.7
9,52,2013-03-08,1591.54
9,52,2013-03-15,1614.0
9,52,2013-03-22,1729.81
9,52,2013-03-29,1569.92
9,52,2013-04-05,1673.03
9,52,2013-04-12,1684.3
9,52,2013-04-19,1665.27
9,52,2013-04-26,1509.54
9,52,2013-05-03,2248.95
9,52,2013-05-10,2338.14
9,52,2013-05-17,2154.89
9,52,2013-05-24,1616.46
9,52,2013-05-31,1592.46
9,52,2013-06-07,1591.03
9,52,2013-06-14,1548.05
9,52,2013-06-21,1637.54
9,52,2013-06-28,1566.24
9,52,2013-07-05,1569.19
9,52,2013-07-12,1501.32
9,52,2013-07-19,1621.43
9,52,2013-07-26,1456.08
9,54,2012-11-09,22.22
9,54,2012-11-16,24.16
9,54,2012-12-14,33.32
9,54,2012-12-21,75.41
9,54,2012-12-28,31.0
9,54,2013-01-04,34.92
9,54,2013-01-11,31.32
9,54,2013-01-18,37.27
9,54,2013-02-15,77.08
9,54,2013-03-01,40.0
9,54,2013-03-15,29.35
9,54,2013-04-26,30.78
9,54,2013-05-03,40.89
9,54,2013-05-10,51.16
9,54,2013-05-17,45.27
9,54,2013-05-24,24.62
9,54,2013-06-14,27.84
9,54,2013-06-21,29.11
9,54,2013-06-28,30.03
9,54,2013-07-19,33.73
9,55,2012-11-02,7844.19
9,55,2012-11-09,21958.35
9,55,2012-11-16,13494.7
9,55,2012-11-23,37864.22
9,55,2012-11-30,15442.27
9,55,2012-12-07,27622.81
9,55,2012-12-14,15611.41
9,55,2012-12-21,43031.22
9,55,2012-12-28,19319.62
9,55,2013-01-04,8333.7
9,55,2013-01-11,7576.38
9,55,2013-01-18,7467.16
9,55,2013-01-25,7006.49
9,55,2013-02-01,7484.27
9,55,2013-02-08,9850.95
9,55,2013-02-15,11098.65
9,55,2013-02-22,9691.62
9,55,2013-03-01,9648.65
9,55,2013-03-08,8738.65
9,55,2013-03-15,8537.43
9,55,2013-03-22,7523.41
9,55,2013-03-29,7704.86
9,55,2013-04-05,7645.92
9,55,2013-04-12,6721.73
9,55,2013-04-19,6348.84
9,55,2013-04-26,6604.97
9,55,2013-05-03,6626.22
9,55,2013-05-10,6688.95
9,55,2013-05-17,6367.73
9,55,2013-05-24,6597.76
9,55,2013-05-31,6406.38
9,55,2013-06-07,6511.51
9,55,2013-06-14,6607.38
9,55,2013-06-21,6869.59
9,55,2013-06-28,6971.43
9,55,2013-07-05,7021.89
9,55,2013-07-12,6882.46
9,55,2013-07-19,6334.24
9,55,2013-07-26,6431.32
9,56,2012-11-02,532.38
9,56,2012-11-09,484.92
9,56,2012-11-16,532.59
9,56,2012-11-23,1320.51
9,56,2012-11-30,1030.41
9,56,2012-12-07,1266.76
9,56,2012-12-14,874.22
9,56,2012-12-21,514.54
9,56,2012-12-28,250.86
9,56,2013-01-04,475.3
9,56,2013-01-11,515.49
9,56,2013-01-18,491.73
9,56,2013-01-25,472.49
9,56,2013-02-01,954.38
9,56,2013-02-08,1619.92
9,56,2013-02-15,1677.68
9,56,2013-02-22,1333.27
9,56,2013-03-01,2739.38
9,56,2013-03-08,4187.57
9,56,2013-03-15,5802.0
9,56,2013-03-22,6468.05
9,56,2013-03-29,8583.35
9,56,2013-04-05,10123.43
9,56,2013-04-12,10492.35
9,56,2013-04-19,10586.16
9,56,2013-04-26,11184.22
9,56,2013-05-03,12510.49
9,56,2013-05-10,14371.43
9,56,2013-05-17,8218.41
9,56,2013-05-24,4616.3
9,56,2013-05-31,5547.59
9,56,2013-06-07,4247.59
9,56,2013-06-14,3638.35
9,56,2013-06-21,3097.84
9,56,2013-06-28,1708.62
9,56,2013-07-05,2321.3
9,56,2013-07-12,936.05
9,56,2013-07-19,1380.27
9,56,2013-07-26,809.32
9,59,2012-11-02,74.73
9,59,2012-11-09,82.3
9,59,2012-11-16,105.89
9,59,2012-11-23,1425.16
9,59,2012-11-30,397.38
9,59,2012-12-07,4898.68
9,59,2012-12-14,2298.11
9,59,2012-12-21,5973.73
9,59,2012-12-28,2919.14
9,59,2013-01-04,720.86
9,59,2013-01-11,163.08
9,59,2013-01-18,137.76
9,59,2013-02-08,57.35
9,59,2013-02-15,28.86
9,59,2013-03-01,34.97
9,59,2013-03-08,15.08
9,59,2013-04-05,11.86
9,59,2013-04-12,8.84
9,59,2013-04-19,10.73
9,59,2013-05-03,9.92
9,59,2013-06-07,8.43
9,59,2013-06-14,8.59
9,59,2013-07-26,6.68
9,60,2012-11-02,101.27
9,60,2012-11-09,95.14
9,60,2012-11-16,102.3
9,60,2012-11-23,232.16
9,60,2012-11-30,236.76
9,60,2012-12-07,363.49
9,60,2012-12-14,338.11
9,60,2012-12-21,394.22
9,60,2012-12-28,93.24
9,60,2013-01-04,131.38
9,60,2013-01-11,92.3
9,60,2013-01-18,93.81
9,60,2013-01-25,80.03
9,60,2013-02-01,91.38
9,60,2013-02-08,112.92
9,60,2013-02-15,87.03
9,60,2013-02-22,80.05
9,60,2013-03-01,101.24
9,60,2013-03-08,143.65
9,60,2013-03-15,116.7
9,60,2013-03-22,89.54
9,60,2013-03-29,104.0
9,60,2013-04-05,99.19
9,60,2013-04-12,90.49
9,60,2013-04-19,79.76
9,60,2013-04-26,82.89
9,60,2013-05-03,80.92
9,60,2013-05-10,88.41
9,60,2013-05-17,81.84
9,60,2013-05-24,113.19
9,60,2013-05-31,90.16
9,60,2013-06-07,88.78
9,60,2013-06-14,107.03
9,60,2013-06-21,88.05
9,60,2013-06-28,61.65
9,60,2013-07-05,82.14
9,60,2013-07-12,59.81
9,60,2013-07-19,75.16
9,60,2013-07-26,73.95
9,67,2012-11-02,3527.95
9,67,2012-11-09,3683.27
9,67,2012-11-16,3798.95
9,67,2012-11-23,3900.95
9,67,2012-11-30,3565.32
9,67,2012-12-07,6050.76
9,67,2012-12-14,6909.54
9,67,2012-12-21,8125.86
9,67,2012-12-28,5493.84
9,67,2013-01-04,2745.95
9,67,2013-01-11,2751.68
9,67,2013-01-18,3028.65
9,67,2013-01-25,2903.46
9,67,2013-02-01,2910.35
9,67,2013-02-08,9269.51
9,67,2013-02-15,6480.38
9,67,2013-02-22,3075.22
9,67,2013-03-01,4237.38
9,67,2013-03-08,2454.3
9,67,2013-03-15,2423.27
9,67,2013-03-22,2306.97
9,67,2013-03-29,2546.92
9,67,2013-04-05,2738.97
9,67,2013-04-12,2800.81
9,67,2013-04-19,3120.19
9,67,2013-04-26,3181.68
9,67,2013-05-03,7875.97
9,67,2013-05-10,8672.14
9,67,2013-05-17,6001.57
9,67,2013-05-24,5118.19
9,67,2013-05-31,4588.41
9,67,2013-06-07,3370.49
9,67,2013-06-14,4950.95
9,67,2013-06-21,4792.05
9,67,2013-06-28,3203.38
9,67,2013-07-05,2793.41
9,67,2013-07-12,2885.97
9,67,2013-07-19,2693.14
9,67,2013-07-26,2844.38
9,71,2012-11-02,1172.41
9,71,2012-11-09,1161.65
9,71,2012-11-16,1222.38
9,71,2012-11-23,2763.76
9,71,2012-11-30,1495.65
9,71,2012-12-07,1604.86
9,71,2012-12-14,1376.65
9,71,2012-12-21,1732.38
9,71,2012-12-28,1591.7
9,71,2013-01-04,1691.68
9,71,2013-01-11,1527.49
9,71,2013-01-18,1664.14
9,71,2013-01-25,1081.57
9,71,2013-02-01,1237.24
9,71,2013-02-08,2069.95
9,71,2013-02-15,1852.24
9,71,2013-02-22,2054.16
9,71,2013-03-01,2181.65
9,71,2013-03-08,1930.57
9,71,2013-03-15,1626.03
9,71,2013-03-22,1104.14
9,71,2013-03-29,1205.78
9,71,2013-04-05,1302.35
9,71,2013-04-12,1154.89
9,71,2013-04-19,976.3
9,71,2013-04-26,1001.24
9,71,2013-05-03,991.16
9,71,2013-05-10,1133.11
9,71,2013-05-17,1203.49
9,71,2013-05-24,1384.97
9,71,2013-05-31,1432.51
9,71,2013-06-07,1480.59
9,71,2013-06-14,1451.27
9,71,2013-06-21,1327.27
9,71,2013-06-28,1223.86
9,71,2013-07-05,1193.49
9,71,2013-07-12,1194.54
9,71,2013-07-19,1076.62
9,71,2013-07-26,1042.14
9,72,2012-11-02,39167.03
9,72,2012-11-09,35793.27
9,72,2012-11-16,35900.89
9,72,2012-11-23,238451.11
9,72,2012-11-30,132877.14
9,72,2012-12-07,136934.86
9,72,2012-12-14,52884.54
9,72,2012-12-21,151083.57
9,72,2012-12-28,43981.73
9,72,2013-01-04,27405.54
9,72,2013-01-11,27574.95
9,72,2013-01-18,26142.89
9,72,2013-01-25,28205.68
9,72,2013-02-01,39623.59
9,72,2013-02-08,44902.41
9,72,2013-02-15,47398.81
9,72,2013-02-22,40760.11
9,72,2013-03-01,39352.49
9,72,2013-03-08,34463.54
9,72,2013-03-15,33715.54
9,72,2013-03-22,33020.92
9,72,2013-03-29,31565.62
9,72,2013-04-05,30623.95
9,72,2013-04-12,28943.38
9,72,2013-04-19,27198.3
9,72,2013-04-26,30078.84
9,72,2013-05-03,28526.92
9,72,2013-05-10,29515.41
9,72,2013-05-17,26464.46
9,72,2013-05-24,29817.46
9,72,2013-05-31,27621.35
9,72,2013-06-07,27872.51
9,72,2013-06-14,26952.81
9,72,2013-06-21,27167.05
9,72,2013-06-28,26544.16
9,72,2013-07-05,28856.73
9,72,2013-07-12,27201.0
9,72,2013-07-19,27058.89
9,72,2013-07-26,27032.14
9,74,2012-11-02,7088.68
9,74,2012-11-09,7135.03
9,74,2012-11-16,7085.86
9,74,2012-11-23,11310.43
9,74,2012-11-30,7940.22
9,74,2012-12-07,7673.27
9,74,2012-12-14,7127.19
9,74,2012-12-21,8160.86
9,74,2012-12-28,10400.84
9,74,2013-01-04,9255.62
9,74,2013-01-11,7299.22
9,74,2013-01-18,7108.68
9,74,2013-01-25,6210.0
9,74,2013-02-01,7176.51
9,74,2013-02-08,8037.14
9,74,2013-02-15,7666.43
9,74,2013-02-22,7949.14
9,74,2013-03-01,7853.41
9,74,2013-03-08,7911.14
9,74,2013-03-15,7913.19
9,74,2013-03-22,7332.19
9,74,2013-03-29,6999.27
9,74,2013-04-05,7037.57
9,74,2013-04-12,6831.16
9,74,2013-04-19,6463.27
9,74,2013-04-26,7389.32
9,74,2013-05-03,7105.19
9,74,2013-05-10,7202.3
9,74,2013-05-17,7589.97
9,74,2013-05-24,11572.32
9,74,2013-05-31,8533.11
9,74,2013-06-07,7631.95
9,74,2013-06-14,7391.97
9,74,2013-06-21,7381.22
9,74,2013-06-28,7538.73
9,74,2013-07-05,8383.51
9,74,2013-07-12,7847.92
9,74,2013-07-19,7988.46
9,74,2013-07-26,7926.41
9,79,2012-11-02,13123.32
9,79,2012-11-09,12895.3
9,79,2012-11-16,13115.97
9,79,2012-11-23,13456.89
9,79,2012-11-30,13015.51
9,79,2012-12-07,12936.97
9,79,2012-12-14,13056.49
9,79,2012-12-21,13506.3
9,79,2012-12-28,13245.03
9,79,2013-01-04,11435.24
9,79,2013-01-11,11302.95
9,79,2013-01-18,11949.14
9,79,2013-01-25,12560.41
9,79,2013-02-01,12911.49
9,79,2013-02-08,13166.19
9,79,2013-02-15,12880.27
9,79,2013-02-22,13222.24
9,79,2013-03-01,13165.49
9,79,2013-03-08,13348.62
9,79,2013-03-15,12571.81
9,79,2013-03-22,12168.7
9,79,2013-03-29,13066.59
9,79,2013-04-05,12655.46
9,79,2013-04-12,11945.43
9,79,2013-04-19,12366.05
9,79,2013-04-26,12426.24
9,79,2013-05-03,12631.65
9,79,2013-05-10,12613.46
9,79,2013-05-17,12664.89
9,79,2013-05-24,12865.05
9,79,2013-05-31,12399.97
9,79,2013-06-07,12506.84
9,79,2013-06-14,12473.57
9,79,2013-06-21,12601.49
9,79,2013-06-28,13128.73
9,79,2013-07-05,13294.35
9,79,2013-07-12,13061.81
9,79,2013-07-19,12620.59
9,79,2013-07-26,12880.57
9,80,2013-05-17,3.08
9,80,2013-06-14,10.76
9,80,2013-07-19,4.81
9,80,2013-07-26,39.89
9,81,2012-11-02,2617.03
9,81,2012-11-09,2610.97
9,81,2012-11-16,2595.11
9,81,2012-11-23,2610.97
9,81,2012-11-30,2595.11
9,81,2012-12-07,2608.84
9,81,2012-12-14,2557.81
9,81,2012-12-21,2612.65
9,81,2012-12-28,2570.7
9,81,2013-01-04,2479.95
9,81,2013-01-11,2485.62
9,81,2013-01-18,2519.84
9,81,2013-01-25,2564.76
9,81,2013-02-01,2538.11
9,81,2013-02-08,2547.78
9,81,2013-02-15,2499.68
9,81,2013-02-22,2508.59
9,81,2013-03-01,2650.0
9,81,2013-03-08,2717.73
9,81,2013-03-15,2679.97
9,81,2013-03-22,2622.05
9,81,2013-03-29,2647.84
9,81,2013-04-05,2767.14
9,81,2013-04-12,2795.7
9,81,2013-04-19,2843.76
9,81,2013-04-26,2709.24
9,81,2013-05-03,2755.32
9,81,2013-05-10,2689.43
9,81,2013-05-17,2656.68
9,81,2013-05-24,2705.0
9,81,2013-05-31,2743.41
9,81,2013-06-07,2767.27
9,81,2013-06-14,2701.46
9,81,2013-06-21,2690.54
9,81,2013-06-28,2708.76
9,81,2013-07-05,2673.81
9,81,2013-07-12,2516.92
9,81,2013-07-19,2591.19
9,81,2013-07-26,2526.84
9,82,2012-11-02,10573.97
9,82,2012-11-09,10513.78
9,82,2012-11-16,10472.57
9,82,2012-11-23,10463.73
9,82,2012-11-30,10776.84
9,82,2012-12-07,30655.59
9,82,2012-12-14,21075.84
9,82,2012-12-21,45177.14
9,82,2012-12-28,20294.49
9,82,2013-01-04,9234.54
9,82,2013-01-11,9221.16
9,82,2013-01-18,8584.43
9,82,2013-01-25,8178.81
9,82,2013-02-01,9020.95
9,82,2013-02-08,9863.03
9,82,2013-02-15,10565.57
9,82,2013-02-22,10610.32
9,82,2013-03-01,10748.65
9,82,2013-03-08,10483.27
9,82,2013-03-15,10224.78
9,82,2013-03-22,9202.54
9,82,2013-03-29,9406.32
9,82,2013-04-05,9490.78
9,82,2013-04-12,9706.86
9,82,2013-04-19,9860.11
9,82,2013-04-26,9483.92
9,82,2013-05-03,10149.97
9,82,2013-05-10,10678.97
9,82,2013-05-17,10883.86
9,82,2013-05-24,11228.35
9,82,2013-05-31,11152.43
9,82,2013-06-07,11163.97
9,82,2013-06-14,11037.49
9,82,2013-06-21,10947.14
9,82,2013-06-28,10915.24
9,82,2013-07-05,11079.19
9,82,2013-07-12,10693.68
9,82,2013-07-19,9781.27
9,82,2013-07-26,10053.78
9,85,2012-11-02,475.43
9,85,2012-11-09,589.32
9,85,2012-11-16,529.78
9,85,2012-11-23,545.51
9,85,2012-11-30,521.76
9,85,2012-12-07,2041.86
9,85,2012-12-14,1071.65
9,85,2012-12-21,1998.16
9,85,2012-12-28,2179.51
9,85,2013-01-04,847.05
9,85,2013-01-11,954.76
9,85,2013-01-18,665.46
9,85,2013-01-25,591.08
9,85,2013-02-01,609.62
9,85,2013-02-08,634.54
9,85,2013-02-15,730.14
9,85,2013-02-22,711.08
9,85,2013-03-01,703.24
9,85,2013-03-08,623.43
9,85,2013-03-15,647.7
9,85,2013-03-22,735.59
9,85,2013-03-29,713.3
9,85,2013-04-05,672.59
9,85,2013-04-12,773.05
9,85,2013-04-19,749.97
9,85,2013-04-26,666.3
9,85,2013-05-03,835.3
9,85,2013-05-17,969.84
9,85,2013-06-14,804.27
9,85,2013-06-21,791.35
9,85,2013-06-28,777.27
9,85,2013-07-05,792.92
9,85,2013-07-12,844.03
9,85,2013-07-19,860.65
9,85,2013-07-26,871.11
9,87,2012-11-02,19188.27
9,87,2012-11-09,15736.84
9,87,2012-11-16,18494.14
9,87,2012-11-23,15240.05
9,87,2012-11-30,18515.03
9,87,2012-12-07,15209.05
9,87,2012-12-14,17951.51
9,87,2012-12-21,18423.22
9,87,2012-12-28,17195.08
9,87,2013-01-04,16146.19
9,87,2013-01-11,15536.95
9,87,2013-01-18,14502.3
9,87,2013-01-25,17399.97
9,87,2013-02-01,19139.11
9,87,2013-02-08,19879.62
9,87,2013-02-15,19595.49
9,87,2013-02-22,19254.46
9,87,2013-03-01,17941.27
9,87,2013-03-08,19486.11
9,87,2013-03-15,19867.0
9,87,2013-03-22,15088.43
9,87,2013-03-29,17888.19
9,87,2013-04-05,19427.68
9,87,2013-04-12,15430.92
9,87,2013-04-19,14648.24
9,87,2013-04-26,15114.89
9,87,2013-05-03,14664.59
9,87,2013-05-10,14665.27
9,87,2013-05-17,14780.95
9,87,2013-05-24,15451.27
9,87,2013-05-31,16580.32
9,87,2013-06-07,16701.57
9,87,2013-06-14,15380.54
9,87,2013-06-21,15277.49
9,87,2013-06-28,16407.11
9,87,2013-07-05,16438.05
9,87,2013-07-12,16308.14
9,87,2013-07-19,14951.92
9,87,2013-07-26,14012.27
9,90,2012-11-02,3559.73
9,90,2012-11-09,3527.32
9,90,2012-11-16,3561.08
9,90,2012-11-23,3937.24
9,90,2012-11-30,3764.54
9,90,2012-12-07,3536.24
9,90,2012-12-14,3540.14
9,90,2012-12-21,3595.81
9,90,2012-12-28,3603.24
9,90,2013-01-04,3250.3
9,90,2013-01-11,3199.7
9,90,2013-01-18,3181.76
9,90,2013-01-25,3231.95
9,90,2013-02-01,3212.7
9,90,2013-02-08,3221.92
9,90,2013-02-15,3241.68
9,90,2013-02-22,3253.3
9,90,2013-03-01,3340.32
9,90,2013-03-08,3397.54
9,90,2013-03-15,3350.54
9,90,2013-03-22,3172.54
9,90,2013-03-29,3197.0
9,90,2013-04-05,3274.54
9,90,2013-04-12,3358.19
9,90,2013-04-19,3290.51
9,90,2013-04-26,3216.22
9,90,2013-05-03,3209.3
9,90,2013-05-10,3175.81
9,90,2013-05-17,3224.0
9,90,2013-05-24,3315.84
9,90,2013-05-31,3235.95
9,90,2013-06-07,3191.57
9,90,2013-06-14,3256.11
9,90,2013-06-21,3259.03
9,90,2013-06-28,3319.54
9,90,2013-07-05,3304.08
9,90,2013-07-12,3245.65
9,90,2013-07-19,3246.27
9,90,2013-07-26,3228.11
9,91,2012-11-02,755.62
9,91,2012-11-09,726.46
9,91,2012-11-16,717.7
9,91,2012-11-23,842.24
9,91,2012-11-30,719.62
9,91,2012-12-07,738.51
9,91,2012-12-14,727.24
9,91,2012-12-21,728.78
9,91,2012-12-28,721.32
9,91,2013-01-04,509.11
9,91,2013-01-11,579.03
9,91,2013-01-18,512.7
9,91,2013-01-25,611.16
9,91,2013-02-01,638.68
9,91,2013-02-08,625.3
9,91,2013-02-15,568.24
9,91,2013-02-22,485.49
9,91,2013-03-01,519.38
9,91,2013-03-08,607.19
9,91,2013-03-15,655.89
9,91,2013-03-22,708.84
9,91,2013-03-29,673.68
9,91,2013-04-05,711.59
9,91,2013-04-12,713.81
9,91,2013-04-19,823.49
9,91,2013-04-26,740.62
9,91,2013-05-03,834.54
9,91,2013-05-10,809.76
9,91,2013-05-17,980.05
9,91,2013-05-24,1157.51
9,91,2013-05-31,1247.54
9,91,2013-06-07,1259.62
9,91,2013-06-14,1192.11
9,91,2013-06-21,1168.78
9,91,2013-06-28,1523.22
9,91,2013-07-05,1175.46
9,91,2013-07-12,1554.78
9,91,2013-07-19,1030.59
9,91,2013-07-26,1003.46
9,92,2012-11-02,19476.59
9,92,2012-11-09,19298.7
9,92,2012-11-16,19836.7
9,92,2012-11-23,20455.73
9,92,2012-11-30,19888.89
9,92,2012-12-07,19978.89
9,92,2012-12-14,19978.84
9,92,2012-12-21,22291.97
9,92,2012-12-28,16070.08
9,92,2013-01-04,16723.03
9,92,2013-01-11,16465.49
9,92,2013-01-18,16441.08
9,92,2013-01-25,16170.97
9,92,2013-02-01,16236.89
9,92,2013-02-08,16883.97
9,92,2013-02-15,16701.03
9,92,2013-02-22,16675.24
9,92,2013-03-01,16412.51
9,92,2013-03-08,15923.76
9,92,2013-03-15,15457.97
9,92,2013-03-22,15205.97
9,92,2013-03-29,15805.97
9,92,2013-04-05,15281.62
9,92,2013-04-12,15121.95
9,92,2013-04-19,15145.51
9,92,2013-04-26,14859.95
9,92,2013-05-03,15162.22
9,92,2013-05-10,15427.14
9,92,2013-05-17,15436.59
9,92,2013-05-24,15711.92
9,92,2013-05-31,15908.0
9,92,2013-06-07,16064.49
9,92,2013-06-14,15813.0
9,92,2013-06-21,15811.16
9,92,2013-06-28,15770.08
9,92,2013-07-05,16396.76
9,92,2013-07-12,16482.59
9,92,2013-07-19,15957.81
9,92,2013-07-26,15551.62
9,94,2012-11-09,214.16
9,94,2012-12-07,266.43
9,94,2012-12-28,407.27
9,94,2013-01-04,216.0
9,94,2013-01-11,244.0
9,94,2013-01-25,215.62
9,94,2013-02-15,3301.49
9,94,2013-02-22,873.27
9,94,2013-03-08,333.27
9,94,2013-03-22,148.05
9,94,2013-03-29,449.89
9,94,2013-04-19,91.16
9,94,2013-05-10,2620.73
9,94,2013-05-17,3873.38
9,94,2013-07-12,86.95
9,94,2013-07-19,181.22
9,95,2012-11-02,31024.43
9,95,2012-11-09,31796.14
9,95,2012-11-16,30821.59
